"SpainAfghanistan00160,556160,556"
"South-West Asia00321,111321,111"
"Stichting Hartekreet (NET)South-West Asia0020,00020,000"
"SwedenAfghanistan00463,822463,822"
"South-West Asia00934,579934,579"
"SwitzerlandIslamic Republic of Iran581,395581,39500"
"Pakistan290,698290,69800"
"South-West Asia00952,597952,597"
"The Qaddafi Internat. Found. ForPakistan00752,030752,030Charity Association (LYB)"
"Tunisian Red Crescent SocietySouth-West Asia0050,00050,000"
"United KingdomSouth-West Asia004,181,2954,181,295"
"UK for UNHCR (GBR)Afghanistan002,8542,854"
"Islamic Republic of Iran9,7099,70900"
"South-West Asia00163,437163,437"
"UN Women’s Guild, Vienna (AUS)Pakistan8,2898,28900"
"UNFPAPakistan33,78133,78100"
"United States of AmericaIslamic Republic of Iran400,000400,00000"
"Pakistan1,150,0001,150,000141,592141,592"
"South-West Asia12,361,70012,361,70014,000,00014,000,000"
"USA for UNHCR (USA)Pakistan30,99030,9901,383,2001,383,200"
"VenezuelaSouth-West Asia001,000,0001,000,000"
