"",,,,,,
Country,Revised Budget,Expenditure,,,,
"","Annual programmebudget","Supplementaryprogramme budget",Total,"Annual programmebudget","Supplementaryprogramme budget",Total
Afghanistan,"286,979","121,328,351","121,615,330","286,698","90,432,035","90,718,733"
"IslamicRepublicof Iran","15,153,298","15,786,166","30,939,464","13,388,562","10,280,610","23,669,173"
Pakistan,"26,047,690","10,927,484","36,975,174","25,489,368","9,765,397","35,254,765"
"Regional1projects","450,031","510,965","960,996","423,894","163,872","587,766"
Total,"41,937,998","148,552,966","190,490,964","39,588,523","110,641,915","150,230,437"
